week_start,site_id,equipment_type,current_demand,target_next_week_demand,demand_lag_1,demand_lag_2,demand_lag_4,demand_rolling_mean_4,demand_rolling_max_4,demand_rolling_std_4,demand_trend_4,weeks_since_last_positive_demand,year,month,quarter,week_of_year,site_total_active_units,site_active_equipment_type_count,active_excavator_count,active_bulldozer_count,active_grader_count,active_crane_count,active_loader_count,active_roller_count,rental_starts_current_week,rental_ends_current_week,rental_starts_previous_2_weeks,rental_ends_previous_2_weeks,data_split,association_matching_rule_count,association_max_support,association_max_confidence,association_max_lift,association_mean_confidence,association_mean_lift,transition_recent_start_trigger_count,transition_max_start_probability,transition_mean_start_probability,transition_recent_end_trigger_count,transition_max_end_probability,transition_mean_end_probability
2024-11-04,S003,Loader,1,1,1.0,2.0,4.0,2.0,4.0,1.4142135623730951,-3.0,0,2024,11,4,45,6,5,1,2,1,0,1,1,0,0,0,1,train,0,0.0,0.0,0.0,0.0,0.0,3,0.44571428571428573,0.4043291533480862,1,0.375,0.375
2024-11-11,S003,Loader,1,1,1.0,1.0,4.0,1.25,2.0,0.5000000000000001,-3.0,0,2024,11,4,46,8,6,1,2,2,1,1,1,0,1,0,0,train,9,0.24142857142857144,0.7159090909090908,1.2949260042283297,0.6703624017038368,1.212541811867405,6,0.45081967213114754,0.40596212675533533,3,0.40804597701149425,0.3970306513409962
2024-11-18,S003,Loader,1,1,1.0,1.0,2.0,1.0,1.0,0.0,-1.0,0,2024,11,4,47,7,6,1,1,2,1,1,1,1,0,0,1,train,9,0.24142857142857144,0.7159090909090908,1.2949260042283297,0.6703624017038368,1.212541811867405,4,0.45081967213114754,0.41712489655050977,5,0.4915254237288136,0.41701128042840924
2024-11-25,S003,Loader,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,2024,11,4,48,5,4,0,1,2,0,1,1,0,1,1,1,train,0,0.0,0.0,0.0,0.0,0.0,2,0.44571428571428573,0.4126161790017212,4,0.4915254237288136,0.41925260628263794
2024-12-02,S003,Loader,0,0,1.0,1.0,1.0,0.75,1.0,0.5,-1.0,1,2024,12,4,49,4,3,0,1,2,0,0,1,0,0,1,1,train,0,0.0,0.0,0.0,0.0,0.0,2,0.44571428571428573,0.4126161790017212,3,0.40804597701149425,0.38671178368402925
2024-12-09,S003,Loader,0,0,0.0,1.0,1.0,0.5,1.0,0.5773502691896257,-1.0,2,2024,12,4,50,2,2,0,1,1,0,0,0,0,0,0,1,train,0,0.0,0.0,0.0,0.0,0.0,1,0.44571428571428573,0.44571428571428573,2,0.4024390243902439,0.3760446870202968
2024-12-16,S003,Loader,0,0,0.0,0.0,1.0,0.25,1.0,0.5,-1.0,3,2024,12,4,51,2,2,0,1,1,0,0,0,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.34965034965034963,0.34965034965034963
2024-12-23,S003,Loader,0,0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,4,2024,12,4,52,1,1,0,1,0,0,0,0,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.34965034965034963,0.34965034965034963
2024-12-30,S003,Loader,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2024,12,4,1,3,3,1,1,1,0,0,0,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,2,0.3877551020408163,0.3859828141783029,0,0.0,0.0
2025-01-06,S003,Loader,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2025,1,1,2,3,3,1,1,1,0,0,0,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,2,0.3877551020408163,0.3859828141783029,3,0.40804597701149425,0.37756544222061467
2025-01-13,S003,Loader,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2025,1,1,3,3,3,1,1,0,0,0,1,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,3,0.44571428571428573,0.4031476281064106,3,0.40804597701149425,0.37756544222061467
2025-01-20,S003,Loader,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2025,1,1,4,5,4,1,1,1,0,0,2,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,5,0.44571428571428573,0.39534321172984094,2,0.40804597701149425,0.3915229885057471
2025-01-27,S003,Loader,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2025,1,1,5,3,2,0,0,1,0,0,2,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,2,0.3877551020408163,0.3836365871649865,3,0.40804597701149425,0.37756544222061467
2025-02-03,S003,Loader,1,2,0.0,0.0,0.0,0.25,1.0,0.5,1.0,0,2025,2,1,6,4,3,1,0,0,0,1,2,1,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,1,0.38421052631578945,0.38421052631578945,2,0.4024390243902439,0.3760446870202968
2025-02-10,S003,Loader,2,2,1.0,0.0,0.0,0.75,2.0,0.957427107756338,2.0,0,2025,2,1,7,5,4,1,0,0,1,2,1,1,0,1,0,train,4,0.24142857142857144,0.7159090909090908,1.2949260042283297,0.6902193233777736,1.2484587244559213,2,0.45081967213114754,0.4175150992234685,1,0.4024390243902439,0.4024390243902439
2025-02-17,S003,Loader,2,2,2.0,1.0,0.0,1.25,2.0,0.957427107756338,2.0,0,2025,2,1,8,6,4,1,0,0,1,2,2,0,0,2,0,train,4,0.24142857142857144,0.7159090909090908,1.2949260042283297,0.6902193233777736,1.2484587244559213,2,0.45081967213114754,0.4151688722101521,2,0.4915254237288136,0.4332627118644068
2025-02-24,S003,Loader,2,1,2.0,2.0,0.0,1.75,2.0,0.4999999999999999,2.0,0,2025,2,1,9,6,4,1,0,0,1,2,2,0,2,1,0,train,4,0.24142857142857144,0.7159090909090908,1.2949260042283297,0.6902193233777736,1.2484587244559213,3,0.45081967213114754,0.40484942357869785,3,0.4915254237288136,0.42298814937301915
2025-03-03,S003,Loader,1,1,2.0,2.0,1.0,1.75,2.0,0.5,0.0,0,2025,3,1,10,4,4,1,0,0,1,1,1,1,0,0,2,train,4,0.24142857142857144,0.7159090909090908,1.2949260042283297,0.6902193233777736,1.2484587244559213,2,0.45081967213114754,0.4175150992234685,2,0.4915254237288136,0.44698222405952875
2025-03-10,S003,Loader,1,2,1.0,2.0,2.0,1.5,2.0,0.5773502691896257,-1.0,0,2025,3,1,11,6,5,1,0,1,1,1,2,0,0,1,2,train,6,0.24142857142857144,0.7159090909090908,1.2949260042283297,0.6740332135429767,1.219181523204351,3,0.45081967213114754,0.4060309488203735,2,0.4915254237288136,0.4332627118644068
2025-03-17,S003,Loader,2,2,1.0,1.0,2.0,1.5,2.0,0.5773502691896257,0.0,0,2025,3,1,12,6,4,0,0,1,1,2,2,1,0,1,0,train,4,0.24142857142857144,0.6940298507462688,1.2553511512206412,0.6626646528503505,1.1986182351298327,3,0.45081967213114754,0.4060309488203735,3,0.4915254237288136,0.40539192445972105
2025-03-24,S003,Loader,2,1,2.0,1.0,2.0,1.5,2.0,0.5773502691896257,0.0,0,2025,3,1,13,4,2,0,0,0,0,2,2,0,1,1,0,train,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,0.4915254237288136,0.4115134555399128
2025-03-31,S003,Loader,1,0,2.0,2.0,1.0,1.5,2.0,0.5773502691896257,0.0,0,2025,3,1,14,2,2,0,0,0,0,1,1,0,1,1,1,train,0,0.0,0.0,0.0,0.0,0.0,1,0.3795180722891566,0.3795180722891566,2,0.4024390243902439,0.4024390243902439
2025-04-07,S003,Loader,0,0,1.0,2.0,1.0,1.25,2.0,0.957427107756338,-1.0,1,2025,4,2,15,4,1,0,0,0,0,0,4,0,0,0,2,train,0,0.0,0.0,0.0,0.0,0.0,4,0.3795180722891566,0.3795180722891566,0,0.0,0.0
2025-04-14,S003,Loader,0,0,0.0,1.0,2.0,0.75,2.0,0.957427107756338,-2.0,2,2025,4,2,16,5,2,0,0,0,1,0,4,0,0,0,1,train,2,0.24142857142857144,0.6940298507462688,1.2553511512206412,0.6836683118273177,1.2366093495584556,4,0.45081967213114754,0.39734347224965433,1,0.4024390243902439,0.4024390243902439
2025-04-21,S003,Loader,0,0,0.0,0.0,2.0,0.25,1.0,0.4999999999999999,-2.0,3,2025,4,2,17,6,3,0,2,0,1,0,3,0,0,0,0,train,4,0.24142857142857144,0.6940298507462688,1.2553511512206412,0.6763090417584077,1.223298008348541,3,0.45081967213114754,0.447416081186573,4,0.4915254237288136,0.42471062422488637
2025-04-28,S003,Loader,0,1,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,4,2025,4,2,18,4,3,0,2,0,1,0,1,0,0,0,0,train,4,0.24142857142857144,0.6940298507462688,1.2553511512206412,0.6763090417584077,1.223298008348541,3,0.45081967213114754,0.447416081186573,6,0.4915254237288136,0.41915574182042237
2025-05-05,S003,Loader,1,1,0.0,0.0,0.0,0.25,1.0,0.5,1.0,0,2025,5,2,19,3,3,0,0,0,1,1,1,1,0,0,0,train,2,0.24142857142857144,0.6940298507462688,1.2553511512206412,0.6836683118273177,1.2366093495584556,2,0.45081967213114754,0.4151688722101521,4,0.4915254237288136,0.42751410053551153
2025-05-12,S003,Loader,1,0,1.0,0.0,0.0,0.5,1.0,0.5773502691896257,1.0,0,2025,5,2,20,2,2,0,0,0,0,1,1,0,1,1,0,train,0,0.0,0.0,0.0,0.0,0.0,1,0.3795180722891566,0.3795180722891566,2,0.4915254237288136,0.44698222405952875
2025-05-19,S003,Loader,0,1,1.0,1.0,0.0,0.5,1.0,0.5773502691896257,0.0,1,2025,5,2,21,1,1,0,0,0,0,0,1,0,0,1,1,validation,0,0.0,0.0,0.0,0.0,0.0,1,0.3795180722891566,0.3795180722891566,1,0.4024390243902439,0.4024390243902439
2025-05-26,S003,Loader,1,1,0.0,1.0,0.0,0.75,1.0,0.5,1.0,0,2025,5,2,22,2,2,0,0,0,0,1,1,1,0,0,1,validation,0,0.0,0.0,0.0,0.0,0.0,1,0.3795180722891566,0.3795180722891566,1,0.4024390243902439,0.4024390243902439
2025-06-02,S003,Loader,1,1,1.0,0.0,1.0,0.75,1.0,0.5,0.0,0,2025,6,2,23,2,2,0,0,0,0,1,1,0,0,1,0,validation,0,0.0,0.0,0.0,0.0,0.0,1,0.3795180722891566,0.3795180722891566,1,0.4024390243902439,0.4024390243902439
2025-06-09,S003,Loader,1,1,1.0,1.0,1.0,0.75,1.0,0.5,0.0,0,2025,6,2,24,2,2,0,0,0,0,1,1,0,0,1,0,validation,0,0.0,0.0,0.0,0.0,0.0,1,0.3795180722891566,0.3795180722891566,1,0.4024390243902439,0.4024390243902439
2025-06-16,S003,Loader,1,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,2025,6,2,25,2,2,0,0,0,0,1,1,0,1,0,0,validation,0,0.0,0.0,0.0,0.0,0.0,1,0.3795180722891566,0.3795180722891566,1,0.4024390243902439,0.4024390243902439
2025-06-23,S003,Loader,0,0,1.0,1.0,1.0,0.75,1.0,0.5,-1.0,1,2025,6,2,26,2,2,0,0,1,0,0,1,0,0,0,1,validation,0,0.0,0.0,0.0,0.0,0.0,2,0.3877551020408163,0.3836365871649865,1,0.4024390243902439,0.4024390243902439
2025-06-30,S003,Loader,0,0,0.0,1.0,1.0,0.5,1.0,0.5773502691896257,-1.0,2,2025,6,2,27,4,2,0,0,3,0,0,1,0,0,0,1,validation,0,0.0,0.0,0.0,0.0,0.0,4,0.3877551020408163,0.3856958446029014,1,0.4024390243902439,0.4024390243902439
2025-07-07,S003,Loader,0,1,0.0,0.0,1.0,0.25,1.0,0.5,-1.0,3,2025,7,3,28,4,2,0,0,3,0,0,1,0,0,0,0,validation,0,0.0,0.0,0.0,0.0,0.0,3,0.3877551020408163,0.3850094254569298,1,0.34965034965034963,0.34965034965034963
2025-07-14,S003,Loader,1,1,0.0,0.0,1.0,0.25,1.0,0.5,0.0,0,2025,7,3,29,4,3,0,0,2,0,1,1,1,0,0,0,validation,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0.34965034965034963,0.34965034965034963
2025-07-21,S003,Loader,1,0,1.0,0.0,0.0,0.5,1.0,0.5773502691896257,1.0,0,2025,7,3,30,3,3,0,0,1,0,1,1,0,1,1,0,validation,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.34965034965034963,0.34965034965034963
2025-07-28,S003,Loader,0,0,1.0,1.0,0.0,0.5,1.0,0.5773502691896257,0.0,1,2025,7,3,31,2,2,0,0,1,0,0,1,0,0,1,1,validation,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0.4024390243902439,0.3760446870202968
2025-08-04,S003,Loader,0,0,0.0,1.0,0.0,0.5,1.0,0.5773502691896257,0.0,2,2025,8,3,32,3,3,1,0,1,0,0,1,0,0,0,1,validation,0,0.0,0.0,0.0,0.0,0.0,3,0.3877551020408163,0.3838279002152541,2,0.4024390243902439,0.3760446870202968
2025-08-11,S003,Loader,0,0,0.0,0.0,1.0,0.25,1.0,0.5,-1.0,3,2025,8,3,33,3,3,1,0,1,0,0,1,0,0,0,0,validation,0,0.0,0.0,0.0,0.0,0.0,3,0.3877551020408163,0.3838279002152541,2,0.4024390243902439,0.3760446870202968
2025-08-18,S003,Loader,0,0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,4,2025,8,3,34,2,2,1,1,0,0,0,0,0,0,0,0,validation,0,0.0,0.0,0.0,0.0,0.0,1,0.44571428571428573,0.44571428571428573,3,0.4024390243902439,0.3756964580135312
2025-08-25,S003,Loader,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2025,8,3,35,1,1,0,1,0,0,0,0,0,0,0,0,validation,0,0.0,0.0,0.0,0.0,0.0,1,0.44571428571428573,0.44571428571428573,1,0.375,0.375
2025-09-01,S003,Loader,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2025,9,3,36,2,2,0,1,1,0,0,0,0,0,0,0,test,0,0.0,0.0,0.0,0.0,0.0,1,0.3877551020408163,0.3877551020408163,1,0.40804597701149425,0.40804597701149425
2025-09-08,S003,Loader,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2025,9,3,37,2,2,1,0,1,0,0,0,0,0,0,0,test,0,0.0,0.0,0.0,0.0,0.0,2,0.3877551020408163,0.3859828141783029,2,0.40804597701149425,0.37884816333092197
2025-09-15,S003,Loader,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2025,9,3,38,4,3,1,2,1,0,0,0,0,0,0,0,test,0,0.0,0.0,0.0,0.0,0.0,4,0.44571428571428573,0.41584854994629433,1,0.34965034965034963,0.34965034965034963
2025-09-22,S003,Loader,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2025,9,3,39,6,5,1,2,1,1,0,1,0,0,0,0,test,9,0.24142857142857144,0.7159090909090908,1.2949260042283297,0.6703624017038368,1.212541811867405,5,0.45081967213114754,0.42190428357793835,2,0.40804597701149425,0.40804597701149425
2025-09-29,S003,Loader,1,1,0.0,0.0,0.0,0.25,1.0,0.5,1.0,0,2025,9,3,40,5,5,1,0,1,1,1,1,1,0,0,0,test,6,0.24142857142857144,0.7159090909090908,1.2949260042283297,0.6740332135429767,1.219181523204351,2,0.45081967213114754,0.4151688722101521,6,0.4915254237288136,0.40578445863206597
2025-10-06,S003,Loader,1,1,1.0,0.0,0.0,0.5,1.0,0.5773502691896257,1.0,0,2025,10,4,41,3,2,2,0,0,0,1,0,0,1,1,0,test,0,0.0,0.0,0.0,0.0,0.0,2,0.38421052631578945,0.38421052631578945,4,0.4915254237288136,0.40465369944235174
2025-10-13,S003,Loader,1,2,1.0,1.0,0.0,0.75,1.0,0.5,1.0,0,2025,10,4,42,3,2,2,0,0,0,1,0,1,0,1,1,test,0,0.0,0.0,0.0,0.0,0.0,2,0.38421052631578945,0.38421052631578945,1,0.375,0.375
2025-10-20,S003,Loader,2,2,1.0,1.0,0.0,1.25,2.0,0.5,2.0,0,2025,10,4,43,4,3,1,0,0,1,2,0,1,0,1,1,test,2,0.24142857142857144,0.6776315789473684,1.2256901944784442,0.6754691759278675,1.2217788711873572,1,0.45081967213114754,0.45081967213114754,2,0.375,0.375
2025-10-27,S003,Loader,2,2,2.0,1.0,1.0,1.5,2.0,0.5773502691896257,1.0,0,2025,10,4,44,3,2,0,0,0,1,2,0,0,1,2,0,test,1,0.24142857142857144,0.6733067729083665,1.2178675478962702,0.6733067729083665,1.2178675478962702,1,0.45081967213114754,0.45081967213114754,2,0.4915254237288136,0.4332627118644068
2025-11-03,S003,Loader,2,2,2.0,2.0,1.0,1.75,2.0,0.5,1.0,0,2025,11,4,45,4,3,0,1,0,1,2,0,1,0,1,1,test,2,0.24142857142857144,0.6733067729083665,1.2178675478962702,0.6699867197875166,1.2118622838533892,2,0.45081967213114754,0.4482669789227166,1,0.4915254237288136,0.4915254237288136
2025-11-10,S003,Loader,2,0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0,2025,11,4,46,7,5,0,1,2,1,2,1,0,2,1,1,test,6,0.24142857142857144,0.6940298507462688,1.2553511512206412,0.6647596924633995,1.2024077124660972,5,0.45081967213114754,0.4103124468432445,2,0.4915254237288136,0.4497857003701539
2025-11-17,S003,Loader,0,0,2.0,2.0,2.0,1.5,2.0,1.0,-2.0,1,2025,11,4,47,3,2,0,0,2,0,0,1,0,0,1,2,test,0,0.0,0.0,0.0,0.0,0.0,3,0.3877551020408163,0.3850094254569298,2,0.4915254237288136,0.4497857003701539
2025-11-24,S003,Loader,0,0,0.0,2.0,2.0,1.0,2.0,1.1547005383792517,-2.0,2,2025,11,4,48,6,4,1,0,2,1,0,2,0,0,0,2,test,6,0.24142857142857144,0.7159090909090908,1.2949260042283297,0.6740332135429767,1.219181523204351,3,0.45081967213114754,0.40484942357869785,1,0.34965034965034963,0.34965034965034963
2025-12-01,S003,Loader,0,0,0.0,0.0,2.0,0.5,2.0,1.0,-2.0,3,2025,12,4,49,5,4,1,0,1,1,0,2,0,0,0,0,test,6,0.24142857142857144,0.7159090909090908,1.2949260042283297,0.6740332135429767,1.219181523204351,3,0.45081967213114754,0.40484942357869785,3,0.4915254237288136,0.3969420410098376
2025-12-08,S003,Loader,0,1,0.0,0.0,2.0,0.0,0.0,0.0,-2.0,4,2025,12,4,50,6,3,1,0,3,0,0,2,0,0,0,0,test,0,0.0,0.0,0.0,0.0,0.0,3,0.3877551020408163,0.3877551020408163,5,0.4915254237288136,0.40421076443193027
2025-12-15,S003,Loader,1,1,0.0,0.0,0.0,0.25,1.0,0.5,1.0,0,2025,12,4,51,5,3,1,0,3,0,1,0,1,0,0,0,test,0,0.0,0.0,0.0,0.0,0.0,4,0.3877551020408163,0.38686895810955957,6,0.4024390243902439,0.3714715162885895
2024-01-01,S003,Roller,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2024,1,1,1,3,3,1,1,0,0,0,1,1,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,2,0.4105263157894737,0.4052631578947369,0,0.0,0.0
2024-01-08,S003,Roller,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2024,1,1,2,4,4,1,1,0,1,0,1,0,1,1,0,train,0,0.0,0.0,0.0,0.0,0.0,3,0.4105263157894737,0.3958584987057809,1,0.5,0.5
2024-01-15,S003,Roller,1,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2024,1,1,3,9,6,2,2,2,1,1,1,1,0,1,1,train,5,0.09571428571428571,0.6338028169014084,1.25328240630222,0.6053940295097345,1.1971068380135994,7,0.47619047619047616,0.41375404108267916,2,0.5,0.4491525423728814
2024-01-22,S003,Roller,2,3,1.0,1.0,0.0,1.25,2.0,0.5,0.0,0,2024,1,1,4,9,5,2,2,2,0,1,2,1,0,1,1,train,2,0.09571428571428571,0.6338028169014084,1.25328240630222,0.6133615854418546,1.2128618921166618,6,0.47619047619047616,0.4198715178751476,5,0.5,0.43702647757548274
2024-01-29,S003,Roller,3,3,2.0,1.0,1.0,1.75,3.0,0.957427107756338,2.0,0,2024,1,1,5,7,4,2,0,1,0,1,3,1,0,2,0,train,1,0.09571428571428571,0.5929203539823009,1.1724413779311036,0.5929203539823009,1.1724413779311036,1,0.4105263157894737,0.4105263157894737,6,0.5,0.42172254286098676
2024-02-05,S003,Roller,3,0,3.0,2.0,1.0,2.25,3.0,0.957427107756338,2.0,0,2024,2,1,6,7,3,2,2,0,0,0,3,0,3,2,0,train,0,0.0,0.0,0.0,0.0,0.0,3,0.4105263157894737,0.40350877192982465,3,0.43356643356643354,0.36558960786649575
2024-02-12,S003,Roller,0,0,3.0,3.0,1.0,2.0,3.0,1.4142135623730951,-1.0,1,2024,2,1,7,5,4,1,2,1,0,1,0,0,0,1,3,train,2,0.09571428571428571,0.6338028169014084,1.25328240630222,0.6133615854418546,1.2128618921166618,4,0.47619047619047616,0.40812807881773394,3,0.5,0.40217391304347827
2024-02-19,S003,Roller,0,0,0.0,3.0,2.0,1.5,3.0,1.7320508075688772,-2.0,2,2024,2,1,8,3,3,0,1,1,0,1,0,0,0,0,3,train,0,0.0,0.0,0.0,0.0,0.0,2,0.47619047619047616,0.41625615763546797,4,0.5,0.3991922058998718
2024-02-26,S003,Roller,0,0,0.0,0.0,3.0,0.75,3.0,1.5,-3.0,3,2024,2,1,9,1,1,0,1,0,0,0,0,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0.43356643356643354,0.37175397701713486
2024-03-04,S003,Roller,0,0,0.0,0.0,3.0,0.0,0.0,0.0,-3.0,4,2024,3,1,10,2,2,1,1,0,0,0,0,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,1,0.4105263157894737,0.4105263157894737,0,0.0,0.0
2024-03-11,S003,Roller,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2024,3,1,11,3,3,1,1,1,0,0,0,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,2,0.47619047619047616,0.44335839598997495,2,0.5,0.4266304347826087
2024-03-18,S003,Roller,1,1,0.0,0.0,0.0,0.25,1.0,0.5,1.0,0,2024,3,1,12,5,5,1,1,1,0,1,1,1,0,0,0,train,2,0.09571428571428571,0.6338028169014084,1.25328240630222,0.6133615854418546,1.2128618921166618,4,0.47619047619047616,0.41075965776510237,3,0.5,0.428942434377217
2024-03-25,S003,Roller,1,0,1.0,0.0,0.0,0.5,1.0,0.5773502691896257,1.0,0,2024,3,1,13,4,4,1,1,0,0,1,1,0,1,1,0,train,0,0.0,0.0,0.0,0.0,0.0,3,0.4105263157894737,0.38894938495664455,3,0.43356643356643354,0.36558960786649575
2024-04-01,S003,Roller,0,0,1.0,1.0,0.0,0.5,1.0,0.5773502691896257,0.0,1,2024,4,2,14,4,3,2,1,1,0,0,0,0,0,1,1,train,0,0.0,0.0,0.0,0.0,0.0,3,0.47619047619047616,0.43241436925647453,2,0.3532608695652174,0.33160119501652685
2024-04-08,S003,Roller,0,0,0.0,1.0,0.0,0.5,1.0,0.5773502691896257,0.0,2,2024,4,2,15,4,3,2,1,1,0,0,0,0,0,0,1,train,0,0.0,0.0,0.0,0.0,0.0,3,0.47619047619047616,0.43241436925647453,2,0.5,0.46678321678321677
2024-04-15,S003,Roller,0,0,0.0,0.0,1.0,0.25,1.0,0.5,-1.0,3,2024,4,2,16,4,2,3,1,0,0,0,0,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,2,0.4105263157894737,0.4052631578947369,2,0.5,0.46678321678321677
2024-04-22,S003,Roller,0,1,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,4,2024,4,2,17,4,2,3,1,0,0,0,0,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,2,0.4105263157894737,0.4052631578947369,0,0.0,0.0
2024-04-29,S003,Roller,1,2,0.0,0.0,0.0,0.25,1.0,0.5,1.0,0,2024,4,2,18,5,3,3,1,0,0,0,1,1,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0.5,0.4266304347826087
2024-05-06,S003,Roller,2,3,1.0,0.0,0.0,0.75,2.0,0.957427107756338,2.0,0,2024,5,2,19,6,4,2,0,1,1,0,2,1,0,1,0,train,1,0.06571428571428571,0.6052631578947368,1.1968480523342255,0.6052631578947368,1.1968480523342255,2,0.47619047619047616,0.4266198282591725,4,0.5,0.3899456521739131
2024-05-13,S003,Roller,3,3,2.0,1.0,0.0,1.5,3.0,1.2909944487358056,3.0,0,2024,5,2,20,6,4,1,0,1,1,0,3,1,0,2,0,train,1,0.06571428571428571,0.6052631578947368,1.1968480523342255,0.6052631578947368,1.1968480523342255,3,0.47619047619047616,0.42125532410260624,4,0.43356643356643354,0.3845983143606578
2024-05-20,S003,Roller,3,0,3.0,2.0,0.0,2.25,3.0,0.957427107756338,3.0,0,2024,5,2,21,4,2,1,0,0,0,0,3,0,3,2,0,train,0,0.0,0.0,0.0,0.0,0.0,1,0.4105263157894737,0.4105263157894737,2,0.43356643356643354,0.41593575915609815
2024-05-27,S003,Roller,0,1,3.0,3.0,1.0,2.0,3.0,1.4142135623730951,-1.0,1,2024,5,2,22,2,1,2,0,0,0,0,0,0,0,1,3,train,0,0.0,0.0,0.0,0.0,0.0,1,0.4105263157894737,0.4105263157894737,0,0.0,0.0
2024-06-03,S003,Roller,1,1,0.0,3.0,2.0,1.75,3.0,1.5,-1.0,0,2024,6,2,23,3,2,2,0,0,0,0,1,1,0,0,3,train,0,0.0,0.0,0.0,0.0,0.0,1,0.4105263157894737,0.4105263157894737,0,0.0,0.0
2024-06-10,S003,Roller,1,0,1.0,0.0,3.0,1.25,3.0,1.2583057392117916,-2.0,0,2024,6,2,24,3,2,2,0,0,0,0,1,0,1,1,0,train,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0.3532608695652174,0.3532608695652174
2024-06-17,S003,Roller,0,0,1.0,1.0,3.0,0.5,1.0,0.5773502691896253,-3.0,1,2024,6,2,25,1,1,1,0,0,0,0,0,0,0,1,1,train,0,0.0,0.0,0.0,0.0,0.0,1,0.4105263157894737,0.4105263157894737,2,0.3532608695652174,0.3532608695652174
2024-06-24,S003,Roller,0,0,0.0,1.0,0.0,0.5,1.0,0.5773502691896253,0.0,2,2024,6,2,26,1,1,1,0,0,0,0,0,0,0,0,1,train,0,0.0,0.0,0.0,0.0,0.0,1,0.4105263157894737,0.4105263157894737,1,0.3532608695652174,0.3532608695652174
2024-07-01,S003,Roller,0,0,0.0,0.0,1.0,0.25,1.0,0.4999999999999995,-1.0,3,2024,7,3,27,2,2,1,0,0,0,1,0,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,2,0.4105263157894737,0.38342407743496676,1,0.3532608695652174,0.3532608695652174
2024-07-08,S003,Roller,0,0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,4,2024,7,3,28,2,2,1,0,0,0,1,0,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,2,0.4105263157894737,0.38342407743496676,0,0.0,0.0
2024-07-15,S003,Roller,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2024,7,3,29,4,3,2,0,0,1,1,0,0,0,0,0,train,1,0.09,0.6116504854368933,1.2094783610334048,0.6116504854368933,1.2094783610334048,2,0.4105263157894737,0.3937877480586712,0,0.0,0.0
2024-07-22,S003,Roller,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2024,7,3,30,5,4,2,1,0,1,1,0,0,0,0,0,train,1,0.09,0.6116504854368933,1.2094783610334048,0.6116504854368933,1.2094783610334048,3,0.4105263157894737,0.3958584987057809,2,0.3532608695652174,0.3532608695652174
