rental_id,equipment_id,site_id,operator_id,check_in_date,check_out_date,engine_hours_per_day,idle_hours_per_day,rental_days,is_overdue,anomaly_flag
310,EQX1002,S009,OP102,2024-06-06,2024-06-24,9.15,0.77,12,True,Overdue Equipment
311,EQX1079,S001,OP129,2024-06-06,2024-06-17,9.09,1.01,8,True,Overdue Equipment
312,EQX1096,S002,OP138,2024-06-06,2024-06-17,5.39,4.34,34,False,
313,EQX1103,S009,OP138,2024-06-06,2024-06-17,1.34,8.66,18,False,High Idle Time
314,EQX1120,S003,OP138,2024-06-06,2024-06-10,5.85,3.88,12,False,
315,EQX1031,S001,OP128,2024-06-11,2024-06-17,5.97,4.07,15,False,
316,EQX1064,S005,OP116,2024-06-11,2024-07-29,6.79,2.36,18,True,Overdue Equipment
317,EQX1083,S002,OP133,2024-06-11,2024-06-24,6.35,2.77,18,False,
318,EQX1091,S008,OP102,2024-06-11,2024-07-01,6.32,3.35,8,True,Overdue Equipment
319,EQX1009,S007,OP122,2024-06-12,2024-06-17,7.02,1.1,13,False,
320,EQX1038,S001,OP129,2024-06-12,2024-06-24,4.41,4.09,34,False,
321,EQX1046,S005,OP145,2024-06-12,2024-06-17,6.41,4.43,19,False,
322,EQX1075,S005,OP131,2024-06-12,2024-06-17,6.91,2.48,13,False,
323,EQX1081,S006,OP141,2024-06-12,2024-06-24,6.97,4.02,23,False,
324,EQX1107,S004,OP105,2024-06-12,2024-06-17,4.77,2.66,12,False,
325,EQX1037,S008,OP143,2024-06-13,2024-06-17,1.09,7.29,12,False,Under-utilised
326,EQX1060,S009,OP111,2024-06-13,2024-07-15,5.08,3.02,26,True,Overdue Equipment
327,EQX1074,S002,OP124,2024-06-13,2024-07-01,5.8,3.06,7,True,Overdue Equipment
328,EQX1076,S009,OP101,2024-06-13,2024-06-17,5.52,2.89,11,False,
329,EQX1116,S008,OP108,2024-06-13,2024-06-17,5.51,3.27,5,False,
330,EQX1024,S001,OP141,2024-06-18,2024-06-24,6.59,2.12,13,False,
331,EQX1084,S010,OP139,2024-06-18,2024-06-24,1.08,6.62,23,False,Under-utilised
332,EQX1021,S009,OP126,2024-06-19,2024-07-08,6.05,2.47,25,False,
333,EQX1056,S008,OP120,2024-06-19,2024-06-24,0.57,9.38,23,False,High Idle Time
334,EQX1063,S008,OP131,2024-06-19,2024-06-24,7.45,1.0,21,False,
335,EQX1067,S010,OP103,2024-06-19,2024-06-24,6.98,3.15,11,False,
336,EQX1116,S005,OP132,2024-06-19,2024-06-24,9.45,0.99,7,False,
337,EQX1013,S003,OP135,2024-06-20,2024-06-24,6.57,1.43,17,False,
338,EQX1120,S007,OP116,2024-06-20,2024-07-08,0.45,8.26,5,True,Overdue Equipment
339,EQX1049,S001,OP134,2024-06-25,2024-07-01,4.66,3.76,26,False,
340,EQX1085,S005,OP111,2024-06-25,2024-07-08,5.68,2.51,7,True,Overdue Equipment
341,EQX1102,S001,OP112,2024-06-25,2024-07-01,8.71,1.7,7,False,
342,EQX1108,S008,OP139,2024-06-25,2024-07-15,4.64,3.9,9,True,Overdue Equipment
343,EQX1050,S001,OP139,2024-06-26,2024-07-01,8.43,1.88,25,False,
344,EQX1056,S006,OP133,2024-06-26,2024-07-01,5.45,3.3,12,False,
345,EQX1107,S009,OP108,2024-06-26,2024-07-01,6.7,3.37,7,False,
346,EQX1111,S001,OP129,2024-06-26,2024-07-01,7.53,1.76,13,False,
347,EQX1027,S008,OP139,2024-06-27,2024-07-22,6.3,2.47,22,True,Overdue Equipment
348,EQX1053,S004,OP104,2024-06-27,2024-07-01,7.19,2.25,11,False,
349,EQX1072,S005,OP117,2024-06-27,2024-07-01,5.56,2.75,16,False,
350,EQX1005,S005,OP130,2024-07-02,2024-07-15,2.89,6.8,39,False,
351,EQX1009,S003,OP144,2024-07-02,2024-07-22,6.74,2.78,30,False,
352,EQX1017,S001,OP108,2024-07-02,2024-07-08,5.64,3.02,38,False,
353,EQX1025,S004,OP107,2024-07-02,2024-07-08,5.61,2.53,33,False,
354,EQX1043,S005,OP139,2024-07-02,2024-07-08,6.01,2.13,17,False,
355,EQX1075,S010,OP145,2024-07-02,2024-07-08,4.05,4.05,21,False,
356,EQX1115,S008,OP101,2024-07-02,2024-07-29,6.73,2.07,19,True,Overdue Equipment
357,EQX1119,S002,OP115,2024-07-02,2024-07-22,8.55,1.26,7,True,Overdue Equipment
358,EQX1016,S009,OP122,2024-07-03,2024-08-05,0.91,5.38,24,True,Overdue Equipment
359,EQX1073,S010,OP102,2024-07-03,2024-07-08,6.8,4.07,15,False,
360,EQX1094,S002,OP119,2024-07-03,2024-07-15,4.62,2.39,16,False,
361,EQX1096,S009,OP102,2024-07-03,2024-07-08,4.62,4.22,17,False,
362,EQX1098,S003,OP128,2024-07-03,2024-07-29,9.14,0.58,31,False,
363,EQX1036,S002,OP113,2024-07-04,2024-07-22,1.59,5.35,20,False,
364,EQX1058,S008,OP137,2024-07-04,2024-07-08,1.12,8.95,18,False,High Idle Time
365,EQX1071,S010,OP116,2024-07-04,2024-07-08,6.95,4.08,17,False,
366,EQX1113,S007,OP144,2024-07-04,2024-07-15,5.23,3.74,14,False,
367,EQX1049,S002,OP145,2024-07-09,2024-07-15,8.14,0.98,9,False,
368,EQX1107,S006,OP139,2024-07-09,2024-07-15,5.03,2.14,7,False,
369,EQX1120,S006,OP116,2024-07-09,2024-07-29,2.76,6.37,5,True,Overdue Equipment
370,EQX1045,S004,OP134,2024-07-10,2024-07-15,8.71,0.94,16,False,
371,EQX1055,S006,OP101,2024-07-10,2024-08-05,6.34,2.68,7,True,Overdue Equipment
372,EQX1034,S008,OP126,2024-07-11,2024-07-15,4.18,2.8,10,False,
373,EQX1053,S002,OP129,2024-07-11,2024-07-15,4.47,4.38,26,False,
374,EQX1058,S009,,2024-07-11,2024-07-15,4.61,3.33,20,False,Missing Operator
375,EQX1059,S009,OP127,2024-07-11,2024-07-22,5.15,3.4,26,False,
376,EQX1061,S002,OP108,2024-07-11,2024-07-22,7.15,0.8,28,False,
377,EQX1099,S007,OP115,2024-07-11,2024-07-15,8.47,2.49,14,False,
378,EQX1011,S003,OP139,2024-07-16,2024-07-22,6.95,3.44,22,False,
379,EQX1001,S008,OP135,2024-07-17,2024-07-29,6.62,2.17,11,True,Overdue Equipment
380,EQX1010,S004,OP141,2024-07-17,2024-07-29,9.34,1.8,41,False,
381,EQX1017,S004,OP119,2024-07-17,2024-07-29,4.4,3.92,11,True,Overdue Equipment
382,EQX1046,S010,OP137,2024-07-17,2024-07-22,5.03,4.25,14,False,
383,EQX1071,S003,OP122,2024-07-17,2024-07-29,6.01,4.22,5,True,Overdue Equipment
384,EQX1014,S010,,2024-07-18,2024-07-29,0.42,5.71,18,False,Missing Operator
385,EQX1022,S004,OP107,2024-07-18,2024-08-12,5.69,3.2,41,False,
386,EQX1034,S005,OP111,2024-07-18,2024-07-22,6.58,2.41,29,False,
387,EQX1037,S001,OP103,2024-07-18,2024-08-19,6.36,2.55,20,True,Overdue Equipment
388,EQX1053,S004,OP109,2024-07-18,2024-07-22,5.68,4.19,22,False,
389,EQX1013,S009,OP108,2024-07-23,2024-08-19,4.99,3.38,26,True,Overdue Equipment
390,EQX1042,S003,OP142,2024-07-23,2024-07-29,7.64,1.61,34,False,
391,EQX1003,S010,OP119,2024-07-24,2024-08-05,8.41,0.6,12,False,
392,EQX1007,S004,OP139,2024-07-24,2024-08-19,8.91,2.18,19,True,Overdue Equipment
393,EQX1011,S006,OP103,2024-07-24,2024-08-05,5.68,2.77,23,False,
394,EQX1073,S009,OP131,2024-07-24,2024-07-29,4.26,3.77,14,False,
395,EQX1045,S004,OP138,2024-07-25,2024-07-29,7.74,1.51,14,False,
396,EQX1066,S005,OP115,2024-07-25,2024-07-29,5.03,3.11,10,False,
397,EQX1099,S002,OP129,2024-07-25,2024-08-12,6.77,3.68,17,True,Overdue Equipment
398,EQX1103,S008,OP123,2024-07-25,2024-07-29,6.54,2.14,12,False,
399,EQX1008,S005,OP138,2024-07-30,2024-08-05,4.32,3.12,21,False,
400,EQX1085,S002,OP134,2024-07-30,2024-08-12,5.59,4.03,16,False,
401,EQX1049,S010,OP124,2024-07-31,2024-08-05,4.7,3.34,17,False,
402,EQX1082,S008,OP131,2024-07-31,2024-08-05,5.51,3.1,28,False,
403,EQX1100,S005,OP131,2024-07-31,2024-08-19,5.64,2.78,30,False,
404,EQX1045,S001,OP131,2024-08-01,2024-08-19,0.98,5.15,35,False,Under-utilised
405,EQX1097,S002,OP140,2024-08-01,2024-08-26,6.53,3.61,24,True,Overdue Equipment
406,EQX1016,S004,OP135,2024-08-06,2024-09-23,6.93,2.93,26,True,Overdue Equipment
407,EQX1044,S009,OP105,2024-08-06,2024-08-12,8.27,1.36,24,False,
408,EQX1074,S002,OP129,2024-08-06,2024-08-26,6.9,2.59,14,True,Overdue Equipment
409,EQX1018,S001,OP104,2024-08-07,2024-08-12,7.77,1.51,11,False,
410,EQX1029,S009,OP103,2024-08-07,2024-08-12,6.87,3.72,32,False,
411,EQX1034,S006,OP106,2024-08-07,2024-08-12,1.09,5.94,31,False,Under-utilised
412,EQX1062,S008,OP121,2024-08-07,2024-08-19,6.36,2.47,28,False,
413,EQX1094,S007,OP128,2024-08-07,2024-08-12,7.74,1.14,11,False,
414,EQX1118,S010,OP142,2024-08-07,2024-08-12,6.67,2.35,16,False,
415,EQX1020,S003,OP138,2024-08-08,2024-08-26,4.27,2.55,18,False,
416,EQX1028,S002,OP114,2024-08-08,2024-08-12,5.74,3.39,26,False,
417,EQX1030,S002,OP139,2024-08-08,2024-08-12,6.46,2.47,10,False,
418,EQX1032,S004,OP140,2024-08-08,2024-08-12,6.0,2.2,31,False,
419,EQX1033,S009,OP103,2024-08-08,2024-09-16,6.58,0.68,28,True,Overdue Equipment
420,EQX1042,S009,OP124,2024-08-08,2024-08-19,7.23,2.3,11,False,
421,EQX1070,S002,OP102,2024-08-08,2024-09-09,5.73,3.84,18,True,Overdue Equipment
422,EQX1080,S002,OP144,2024-08-08,2024-09-02,1.55,7.35,5,True,Overdue Equipment
423,EQX1089,S004,OP136,2024-08-08,2024-08-12,6.76,3.99,21,False,
424,EQX1105,S002,OP119,2024-08-08,2024-08-12,8.64,1.0,6,False,
425,EQX1053,S001,OP101,2024-08-13,2024-08-26,5.64,3.74,21,False,
426,EQX1068,S007,OP139,2024-08-13,2024-09-02,7.44,1.93,9,True,Overdue Equipment
427,EQX1082,S009,OP116,2024-08-13,2024-08-19,9.05,1.41,24,False,
428,EQX1051,S009,OP104,2024-08-15,2024-08-19,4.24,4.39,25,False,
429,EQX1069,S005,OP136,2024-08-15,2024-08-19,0.93,7.98,3,True,Overdue Equipment
430,EQX1073,S001,OP121,2024-08-15,2024-08-26,0.74,7.6,11,False,Under-utilised
431,EQX1092,S010,OP101,2024-08-15,2024-08-26,1.82,9.16,10,True,Overdue Equipment
432,EQX1005,S001,OP106,2024-08-20,2024-09-02,9.26,2.45,29,False,
433,EQX1029,S002,OP125,2024-08-20,2024-09-02,7.79,1.74,11,True,Overdue Equipment
434,EQX1050,S004,OP114,2024-08-20,2024-08-26,0.85,6.5,18,False,Under-utilised
435,EQX1052,S010,OP113,2024-08-20,2024-08-26,1.55,7.72,25,False,Under-utilised
436,EQX1060,S002,OP129,2024-08-20,2024-08-26,6.92,2.35,14,False,
437,EQX1102,S007,OP142,2024-08-20,2024-08-26,1.98,9.07,25,False,High Idle Time
438,EQX1118,S007,OP112,2024-08-20,2024-08-26,8.42,2.18,17,False,
439,EQX1017,S008,OP143,2024-08-21,2024-09-23,0.43,7.03,27,True,Overdue Equipment
440,EQX1039,S004,OP104,2024-08-21,2024-08-26,6.96,1.91,21,False,
441,EQX1041,S003,OP138,2024-08-21,2024-09-02,2.18,5.46,19,False,
442,EQX1009,S001,OP106,2024-08-22,2024-09-02,5.14,2.31,15,False,
443,EQX1013,S006,OP127,2024-08-22,2024-08-26,0.94,5.58,30,False,Under-utilised
444,EQX1025,S003,OP136,2024-08-22,2024-09-09,4.38,3.03,35,False,
445,EQX1037,S005,OP107,2024-08-22,2024-08-26,4.24,3.39,12,False,
446,EQX1057,S005,OP123,2024-08-22,2024-09-02,6.01,2.55,21,False,
447,EQX1120,S009,OP127,2024-08-22,2024-08-26,5.98,2.09,15,False,
448,EQX1021,S007,OP139,2024-08-27,2024-09-09,7.35,0.71,19,False,
449,EQX1047,S006,OP127,2024-08-27,2024-09-02,9.46,1.41,35,False,
450,EQX1073,S005,OP119,2024-08-27,2024-09-02,4.76,2.02,15,False,
451,EQX1083,S009,OP138,2024-08-27,2024-09-02,6.17,4.43,17,False,
452,EQX1088,S005,OP129,2024-08-27,2024-09-02,6.91,1.92,10,False,
453,EQX1062,S009,OP145,2024-08-28,2024-09-02,4.19,2.75,10,False,
454,EQX1094,S006,OP136,2024-08-28,2024-09-02,9.01,2.25,33,False,
455,EQX1058,S005,OP137,2024-08-29,2024-09-16,5.16,3.92,15,True,Overdue Equipment
456,EQX1071,S004,OP106,2024-08-29,2024-09-02,6.38,3.28,6,False,
457,EQX1113,S001,OP121,2024-08-29,2024-09-02,1.21,7.72,18,False,Under-utilised
458,EQX1003,S003,,2024-09-03,2024-09-16,2.86,9.14,34,False,Missing Operator
459,EQX1004,S007,OP112,2024-09-03,2024-09-16,6.1,2.73,11,True,Overdue Equipment
460,EQX1026,S003,OP109,2024-09-03,2024-09-09,4.55,3.05,41,False,
461,EQX1034,S007,OP141,2024-09-03,2024-09-23,6.43,3.24,21,False,
462,EQX1074,S010,OP126,2024-09-03,2024-09-16,7.7,0.78,18,False,
463,EQX1032,S005,OP115,2024-09-04,2024-09-09,9.22,1.48,17,False,
464,EQX1052,S007,OP104,2024-09-04,2024-09-09,8.65,0.65,26,False,
465,EQX1053,S002,OP103,2024-09-04,2024-09-09,4.69,2.41,27,False,
466,EQX1038,S007,OP108,2024-09-05,2024-09-23,8.66,1.47,27,False,
467,EQX1040,S009,OP132,2024-09-05,2024-09-16,6.75,4.02,34,False,
468,EQX1044,S008,OP118,2024-09-05,2024-09-09,3.0,8.75,13,False,High Idle Time
469,EQX1062,S003,OP141,2024-09-05,2024-09-30,4.52,3.82,14,True,Overdue Equipment
470,EQX1093,S007,OP127,2024-09-05,2024-09-16,2.7,7.9,20,False,
471,EQX1103,S009,OP126,2024-09-05,2024-10-07,2.38,7.99,11,True,Overdue Equipment
472,EQX1015,S010,OP137,2024-09-10,2024-09-23,7.88,0.57,37,False,
473,EQX1019,S001,OP131,2024-09-10,2024-09-23,8.12,0.59,41,False,
474,EQX1041,S009,OP132,2024-09-10,2024-09-30,1.66,8.15,34,False,High Idle Time
475,EQX1049,S001,OP104,2024-09-10,2024-09-16,9.04,1.46,28,False,
476,EQX1059,S008,,2024-09-10,2024-09-16,5.95,3.35,15,False,Missing Operator
477,EQX1104,S005,OP101,2024-09-10,2024-09-16,6.23,4.02,9,False,
478,EQX1108,S008,OP121,2024-09-10,2024-09-23,6.77,2.88,15,False,
479,EQX1092,S009,OP123,2024-09-11,2024-09-16,4.93,2.9,31,False,
480,EQX1113,S001,OP120,2024-09-11,2024-09-30,6.53,3.4,9,True,Overdue Equipment
481,EQX1082,S009,OP114,2024-09-12,2024-09-30,0.64,7.76,18,False,Under-utilised
482,EQX1101,S007,OP143,2024-09-12,2024-09-23,7.88,1.27,23,False,
483,EQX1030,S007,OP139,2024-09-17,2024-09-30,6.24,2.6,14,False,
484,EQX1056,S002,OP114,2024-09-17,2024-10-14,7.76,0.98,22,True,Overdue Equipment
485,EQX1077,S005,OP119,2024-09-17,2024-10-14,5.55,4.07,12,True,Overdue Equipment
486,EQX1002,S005,OP102,2024-09-18,2024-09-23,1.46,9.1,24,False,High Idle Time
487,EQX1003,S004,OP139,2024-09-18,2024-10-07,0.82,8.76,39,False,High Idle Time
488,EQX1093,S002,OP141,2024-09-18,2024-09-23,6.13,3.76,8,False,
489,EQX1116,S008,OP108,2024-09-18,2024-09-23,2.53,8.71,11,False,High Idle Time
490,EQX1025,S010,OP135,2024-09-19,2024-09-30,6.92,3.65,18,False,
491,EQX1039,S010,OP135,2024-09-19,2024-09-23,2.8,5.56,11,False,
492,EQX1042,S005,OP121,2024-09-19,2024-09-30,6.51,4.3,24,False,
493,EQX1047,S002,OP139,2024-09-19,2024-09-30,5.45,2.63,15,False,
494,EQX1086,S008,OP122,2024-09-19,2024-09-30,5.19,4.21,26,False,
495,EQX1075,S010,OP112,2024-09-24,2024-09-30,5.18,3.25,12,False,
496,EQX1029,S005,OP123,2024-09-25,2024-09-30,2.12,6.03,18,False,
497,EQX1053,S009,OP143,2024-09-25,2024-09-30,5.4,2.78,7,False,
498,EQX1060,S005,OP115,2024-09-25,2024-09-30,4.8,3.23,22,False,
499,EQX1064,S007,OP108,2024-09-25,2024-09-30,5.4,3.42,15,False,
500,EQX1100,S005,OP137,2024-09-25,2024-09-30,4.43,2.72,21,False,
501,EQX1038,S001,OP119,2024-09-26,2024-09-30,2.94,5.2,25,False,
502,EQX1043,S003,OP133,2024-09-26,2024-09-30,9.3,0.8,24,False,
503,EQX1046,S003,OP103,2024-09-26,2024-09-30,2.72,5.54,32,False,
504,EQX1050,S010,OP141,2024-09-26,2024-09-30,9.43,1.01,25,False,
505,EQX1061,S004,OP134,2024-09-26,2024-10-07,4.71,3.5,28,False,
506,EQX1081,S003,OP114,2024-09-26,2024-10-14,5.97,2.12,29,False,
507,EQX1095,S006,OP110,2024-09-26,2024-09-30,5.98,2.5,22,False,
508,EQX1004,S001,OP106,2024-10-01,2024-10-07,5.88,2.02,18,False,
509,EQX1085,S003,OP144,2024-10-01,2024-10-14,5.34,2.58,23,False,
510,EQX1093,S002,OP101,2024-10-01,2024-10-14,7.62,1.12,31,False,
511,EQX1100,S002,OP139,2024-10-01,2024-11-04,6.38,3.61,33,True,Overdue Equipment
512,EQX1114,S006,OP131,2024-10-01,2024-10-07,8.62,1.95,10,False,
513,EQX1062,S006,OP102,2024-10-02,2024-11-04,6.99,2.71,15,True,Overdue Equipment
514,EQX1067,S002,OP138,2024-10-02,2024-10-21,6.59,1.14,10,True,Overdue Equipment
515,EQX1082,S010,OP114,2024-10-02,2024-10-14,4.23,3.41,8,True,Overdue Equipment
516,EQX1094,S004,OP110,2024-10-02,2024-10-07,2.63,8.03,32,False,High Idle Time
517,EQX1027,S005,,2024-10-03,2024-10-07,6.19,3.24,21,False,Missing Operator
518,EQX1039,S010,OP114,2024-10-03,2024-10-07,4.92,2.25,22,False,
519,EQX1058,S001,OP134,2024-10-03,2024-10-07,5.42,2.3,19,False,
520,EQX1076,S004,OP142,2024-10-03,2024-10-07,6.36,2.64,16,False,
521,EQX1088,S007,OP117,2024-10-03,2024-10-21,4.48,2.42,19,False,
522,EQX1112,S007,OP115,2024-10-08,2024-10-21,4.2,2.71,14,False,
523,EQX1119,S007,OP119,2024-10-08,2024-10-28,1.73,7.73,13,True,Overdue Equipment
524,EQX1120,S005,OP101,2024-10-08,2024-10-14,4.59,2.92,19,False,
525,EQX1038,S002,OP128,2024-10-09,2024-10-21,4.69,2.58,25,False,
526,EQX1080,S006,OP143,2024-10-09,2024-10-14,4.33,2.32,18,False,
527,EQX1097,S003,OP104,2024-10-09,2024-10-21,5.35,3.53,35,False,
528,EQX1106,S004,OP131,2024-10-09,2024-10-14,8.61,2.2,15,False,
529,EQX1116,S005,OP101,2024-10-09,2024-10-14,6.52,3.0,16,False,
530,EQX1025,S002,OP139,2024-10-10,2024-10-14,7.63,1.39,36,False,
531,EQX1055,S009,OP123,2024-10-10,2024-10-14,1.34,6.42,24,False,Under-utilised
532,EQX1092,S003,OP143,2024-10-10,2024-11-11,1.1,7.89,21,True,Overdue Equipment
533,EQX1039,S002,OP124,2024-10-15,2024-10-21,6.85,2.47,13,False,
534,EQX1074,S007,OP141,2024-10-15,2024-10-28,5.65,4.45,15,False,
535,EQX1026,S006,OP134,2024-10-16,2024-10-21,2.62,5.47,25,False,
536,EQX1072,S004,OP116,2024-10-16,2024-11-04,6.56,3.6,9,True,Overdue Equipment
537,EQX1001,S001,OP135,2024-10-17,2024-10-28,2.64,6.41,20,False,
538,EQX1030,S001,OP133,2024-10-17,2024-11-04,7.47,1.89,19,False,
539,EQX1042,S004,OP105,2024-10-17,2024-11-11,4.13,3.86,11,True,Overdue Equipment
540,EQX1048,S005,OP123,2024-10-17,2024-10-28,7.73,1.42,21,False,
541,EQX1081,S007,OP113,2024-10-17,2024-10-21,4.42,3.87,33,False,
542,EQX1113,S007,OP139,2024-10-17,2024-10-28,2.35,9.28,12,False,High Idle Time
543,EQX1115,S002,OP140,2024-10-17,2024-10-21,4.48,2.17,7,False,
544,EQX1012,S003,OP121,2024-10-22,2024-11-04,4.49,4.35,30,False,
545,EQX1028,S007,OP138,2024-10-22,2024-10-28,6.41,3.09,30,False,
546,EQX1041,S010,OP117,2024-10-22,2024-11-25,5.33,3.35,19,True,Overdue Equipment
547,EQX1045,S001,OP124,2024-10-22,2024-11-04,1.07,8.98,17,False,High Idle Time
548,EQX1059,S006,OP138,2024-10-22,2024-11-04,6.24,2.6,10,True,Overdue Equipment
549,EQX1107,S005,OP133,2024-10-22,2024-10-28,6.72,1.79,20,False,
550,EQX1116,S008,OP124,2024-10-22,2024-11-04,9.5,2.42,6,True,Overdue Equipment
551,EQX1021,S010,,2024-10-23,2024-10-28,8.68,1.02,27,False,Missing Operator
552,EQX1027,S005,OP117,2024-10-23,2024-10-28,4.72,4.08,21,False,
553,EQX1054,S001,OP110,2024-10-23,2024-11-11,0.51,6.22,12,True,Overdue Equipment
554,EQX1060,S010,OP123,2024-10-23,2024-10-28,5.57,2.22,25,False,
555,EQX1003,S001,OP119,2024-10-24,2024-11-11,3.02,6.81,41,False,
556,EQX1004,S004,OP102,2024-10-24,2024-11-04,2.29,7.66,42,False,
557,EQX1040,S003,OP145,2024-10-24,2024-11-11,1.72,7.46,23,False,Under-utilised
558,EQX1084,S006,OP108,2024-10-24,2024-10-28,6.14,2.4,22,False,
559,EQX1102,S010,OP115,2024-10-24,2024-11-04,5.44,2.96,17,False,
560,EQX1118,S001,OP136,2024-10-24,2024-11-04,4.58,4.15,19,False,
561,EQX1086,S009,OP107,2024-10-29,2024-11-04,5.13,4.11,34,False,
562,EQX1096,S002,OP118,2024-10-29,2024-11-18,0.71,7.55,20,False,Under-utilised
563,EQX1106,S002,,2024-10-29,2024-11-04,5.62,3.79,15,False,Missing Operator
564,EQX1028,S004,OP120,2024-10-30,2024-11-18,8.04,1.08,27,False,
565,EQX1049,S002,OP111,2024-10-30,2024-11-18,4.33,4.04,28,False,
566,EQX1064,S001,OP115,2024-10-31,2024-11-11,4.63,3.92,24,False,
567,EQX1079,S002,OP145,2024-10-31,2024-11-11,8.28,1.5,21,False,
568,EQX1090,S009,OP139,2024-10-31,2024-11-11,7.25,0.65,29,False,
569,EQX1093,S009,OP140,2024-10-31,2024-11-18,6.12,2.22,22,False,
570,EQX1108,S008,OP110,2024-10-31,2024-11-04,9.14,0.9,15,False,
571,EQX1119,S004,OP141,2024-10-31,2024-11-04,6.05,2.15,15,False,
572,EQX1013,S006,OP115,2024-11-05,2024-11-11,0.46,8.82,17,False,High Idle Time
573,EQX1027,S006,OP140,2024-11-05,2024-11-11,4.45,2.94,10,False,
574,EQX1043,S002,OP108,2024-11-05,2024-11-18,1.88,5.27,24,False,
575,EQX1048,S010,OP102,2024-11-05,2024-11-25,4.43,2.14,14,True,Overdue Equipment
576,EQX1066,S005,OP141,2024-11-05,2024-11-25,8.98,0.81,10,True,Overdue Equipment
577,EQX1083,S001,OP115,2024-11-05,2024-11-18,9.33,1.72,15,False,
578,EQX1008,S010,OP116,2024-11-06,2024-11-18,5.76,2.61,25,False,
579,EQX1018,S008,OP121,2024-11-06,2024-11-18,5.0,3.56,24,False,
580,EQX1039,S005,OP101,2024-11-06,2024-11-18,5.05,2.36,32,False,
581,EQX1056,S005,OP121,2024-11-06,2024-11-11,6.27,3.97,22,False,
582,EQX1071,S007,OP128,2024-11-06,2024-11-18,6.92,4.06,21,False,
583,EQX1113,S003,OP117,2024-11-06,2024-11-18,2.16,6.03,16,False,
584,EQX1019,S005,OP117,2024-11-07,2024-11-25,4.59,2.21,13,True,Overdue Equipment
585,EQX1031,S010,OP117,2024-11-07,2024-12-02,7.59,1.92,13,True,Overdue Equipment
586,EQX1035,S003,OP119,2024-11-07,2024-11-11,4.01,4.29,34,False,
587,EQX1063,S003,OP144,2024-11-07,2024-12-02,4.63,2.63,28,False,
588,EQX1099,S007,OP138,2024-11-07,2024-11-18,9.22,0.96,15,False,
589,EQX1100,S007,OP112,2024-11-07,2024-11-25,1.14,8.6,14,True,Overdue Equipment
590,EQX1112,S006,OP135,2024-11-07,2024-11-11,7.95,1.24,16,False,
591,EQX1116,S010,OP128,2024-11-07,2024-11-11,6.98,3.8,17,False,
592,EQX1016,S007,OP123,2024-11-12,2024-11-18,8.76,0.76,42,False,
593,EQX1020,S007,OP122,2024-11-12,2024-11-18,1.59,5.86,26,False,
594,EQX1040,S009,OP133,2024-11-12,2024-11-18,4.47,4.33,12,False,
595,EQX1061,S004,OP141,2024-11-12,2024-11-18,4.43,4.03,9,False,
596,EQX1069,S007,OP116,2024-11-12,2024-11-25,6.78,1.84,21,False,
597,EQX1075,S007,OP136,2024-11-12,2024-12-02,9.0,1.63,13,True,Overdue Equipment
598,EQX1015,S003,OP124,2024-11-13,2024-11-18,5.42,2.66,18,False,
599,EQX1022,S010,OP112,2024-11-13,2024-11-25,5.71,3.93,15,False,
600,EQX1044,S006,OP104,2024-11-13,2024-12-02,6.36,2.17,33,False,
601,EQX1045,S006,OP133,2024-11-13,2024-11-25,0.92,8.76,12,False,High Idle Time
602,EQX1051,S003,OP133,2024-11-13,2024-12-16,4.31,2.9,26,True,Overdue Equipment
603,EQX1102,S001,OP139,2024-11-13,2024-11-25,2.74,8.25,8,True,Overdue Equipment
604,EQX1114,S001,OP113,2024-11-13,2024-11-18,5.77,2.58,10,False,
605,EQX1009,S007,OP108,2024-11-14,2024-11-25,4.78,4.07,35,False,
606,EQX1078,S006,OP127,2024-11-14,2024-11-18,5.16,3.65,13,False,
607,EQX1079,S003,OP123,2024-11-14,2024-11-18,4.47,2.59,5,False,
608,EQX1008,S001,OP143,2024-11-19,2024-12-02,4.68,3.7,12,True,Overdue Equipment
609,EQX1099,S003,OP104,2024-11-19,2024-11-25,5.37,4.47,12,False,
610,EQX1109,S010,OP136,2024-11-19,2024-11-25,0.64,7.07,16,False,Under-utilised
611,EQX1118,S005,OP115,2024-11-19,2024-12-02,1.02,6.7,11,True,Overdue Equipment
612,EQX1057,S005,OP104,2024-11-20,2024-11-25,2.57,8.75,9,False,High Idle Time
613,EQX1058,S005,OP136,2024-11-20,2024-11-25,4.51,3.75,17,False,
614,EQX1065,S010,OP120,2024-11-20,2024-12-02,1.03,5.2,7,True,Overdue Equipment
615,EQX1074,S004,OP125,2024-11-20,2024-11-25,8.72,1.89,21,False,
616,EQX1080,S002,OP132,2024-11-20,2024-11-25,1.29,7.8,17,False,Under-utilised
617,EQX1098,S004,OP119,2024-11-20,2024-11-25,9.31,1.61,26,False,
618,EQX1029,S003,OP144,2024-11-21,2024-11-25,4.85,2.2,14,False,
619,EQX1042,S010,OP122,2024-11-21,2024-12-02,8.94,0.8,30,False,
620,EQX1061,S005,OP136,2024-11-21,2024-12-02,1.14,7.44,25,False,Under-utilised
621,EQX1062,S010,OP132,2024-11-21,2024-11-25,4.15,3.36,27,False,
622,EQX1083,S006,OP126,2024-11-21,2024-11-25,5.31,3.5,21,False,
623,EQX1120,S002,OP115,2024-11-21,2024-12-09,5.69,3.64,15,True,Overdue Equipment
