event_date,site_id,equipment_id,equipment_type,event_type
2024-05-21,S002,EQX1061,Grader,Rental Start
2024-05-21,S005,EQX1043,Bulldozer,Rental Start
2024-05-21,S005,EQX1113,Roller,Rental Start
2024-05-21,S007,EQX1019,Excavator,Rental Start
2024-05-22,S001,EQX1090,Loader,Rental Start
2024-05-22,S004,EQX1022,Excavator,Rental Start
2024-05-22,S007,EQX1084,Loader,Rental Start
2024-05-22,S008,EQX1106,Roller,Rental Start
2024-05-22,S009,EQX1088,Loader,Rental Start
2024-05-23,S002,EQX1112,Roller,Rental Start
2024-05-23,S005,EQX1119,Roller,Rental Start
2024-05-23,S009,EQX1007,Excavator,Rental Start
2024-05-23,S009,EQX1056,Grader,Rental Start
2024-05-27,S001,EQX1081,Loader,Rental End
2024-05-27,S002,EQX1061,Grader,Rental End
2024-05-27,S002,EQX1085,Loader,Rental End
2024-05-27,S004,EQX1022,Excavator,Rental End
2024-05-27,S005,EQX1113,Roller,Rental End
2024-05-27,S007,EQX1019,Excavator,Rental End
2024-05-27,S007,EQX1093,Loader,Rental End
2024-05-27,S008,EQX1106,Roller,Rental End
2024-05-27,S009,EQX1051,Grader,Rental End
2024-05-27,S009,EQX1056,Grader,Rental End
2024-05-27,S009,EQX1094,Loader,Rental End
2024-05-27,S009,EQX1110,Roller,Rental End
2024-05-28,S001,EQX1068,Crane,Rental Start
2024-05-28,S003,EQX1009,Excavator,Rental Start
2024-05-28,S008,EQX1087,Loader,Rental Start
2024-05-28,S010,EQX1109,Roller,Rental Start
2024-05-29,S001,EQX1065,Crane,Rental Start
2024-05-29,S002,EQX1105,Roller,Rental Start
2024-05-29,S005,EQX1053,Grader,Rental Start
2024-05-29,S010,EQX1008,Excavator,Rental Start
2024-05-30,S001,EQX1114,Roller,Rental Start
2024-05-30,S002,EQX1019,Excavator,Rental Start
2024-05-30,S005,EQX1022,Excavator,Rental Start
2024-05-30,S005,EQX1058,Grader,Rental Start
2024-06-03,S002,EQX1019,Excavator,Rental End
2024-06-03,S002,EQX1112,Roller,Rental End
2024-06-03,S005,EQX1043,Bulldozer,Rental End
2024-06-03,S005,EQX1053,Grader,Rental End
2024-06-03,S005,EQX1119,Roller,Rental End
2024-06-03,S009,EQX1089,Loader,Rental End
2024-06-03,S010,EQX1008,Excavator,Rental End
2024-06-03,S010,EQX1109,Roller,Rental End
2024-06-04,S002,EQX1035,Bulldozer,Rental Start
2024-06-04,S002,EQX1040,Bulldozer,Rental Start
2024-06-04,S002,EQX1044,Bulldozer,Rental Start
2024-06-04,S004,EQX1064,Grader,Rental Start
2024-06-04,S005,EQX1089,Loader,Rental Start
2024-06-04,S008,EQX1021,Excavator,Rental Start
2024-06-04,S009,EQX1059,Grader,Rental Start
2024-06-05,S001,EQX1095,Loader,Rental Start
2024-06-05,S004,EQX1048,Bulldozer,Rental Start
2024-06-05,S007,EQX1072,Crane,Rental Start
2024-06-05,S007,EQX1073,Crane,Rental Start
2024-06-06,S001,EQX1079,Crane,Rental Start
2024-06-06,S002,EQX1096,Loader,Rental Start
2024-06-06,S003,EQX1120,Roller,Rental Start
2024-06-06,S009,EQX1002,Excavator,Rental Start
2024-06-06,S009,EQX1103,Roller,Rental Start
2024-06-10,S001,EQX1068,Crane,Rental End
2024-06-10,S001,EQX1090,Loader,Rental End
2024-06-10,S001,EQX1095,Loader,Rental End
2024-06-10,S002,EQX1035,Bulldozer,Rental End
2024-06-10,S003,EQX1013,Excavator,Rental End
2024-06-10,S003,EQX1009,Excavator,Rental End
2024-06-10,S003,EQX1120,Roller,Rental End
2024-06-10,S004,EQX1048,Bulldozer,Rental End
2024-06-10,S004,EQX1064,Grader,Rental End
2024-06-10,S005,EQX1089,Loader,Rental End
2024-06-10,S006,EQX1047,Bulldozer,Rental End
2024-06-10,S007,EQX1078,Crane,Rental End
2024-06-10,S007,EQX1072,Crane,Rental End
2024-06-10,S007,EQX1073,Crane,Rental End
2024-06-10,S007,EQX1084,Loader,Rental End
2024-06-10,S007,EQX1115,Roller,Rental End
2024-06-10,S009,EQX1018,Excavator,Rental End
2024-06-10,S009,EQX1012,Excavator,Rental End
2024-06-10,S009,EQX1001,Excavator,Rental End
2024-06-10,S010,EQX1091,Loader,Rental End
2024-06-11,S001,EQX1031,Bulldozer,Rental Start
2024-06-11,S002,EQX1083,Loader,Rental Start
2024-06-11,S005,EQX1064,Grader,Rental Start
2024-06-11,S008,EQX1091,Loader,Rental Start
2024-06-12,S001,EQX1038,Bulldozer,Rental Start
2024-06-12,S004,EQX1107,Roller,Rental Start
2024-06-12,S005,EQX1046,Bulldozer,Rental Start
2024-06-12,S005,EQX1075,Crane,Rental Start
2024-06-12,S006,EQX1081,Loader,Rental Start
2024-06-12,S007,EQX1009,Excavator,Rental Start
2024-06-13,S002,EQX1074,Crane,Rental Start
2024-06-13,S008,EQX1037,Bulldozer,Rental Start
2024-06-13,S008,EQX1116,Roller,Rental Start
2024-06-13,S009,EQX1076,Crane,Rental Start
2024-06-13,S009,EQX1060,Grader,Rental Start
2024-06-17,S001,EQX1031,Bulldozer,Rental End
2024-06-17,S001,EQX1065,Crane,Rental End
2024-06-17,S001,EQX1079,Crane,Rental End
2024-06-17,S001,EQX1114,Roller,Rental End
2024-06-17,S002,EQX1040,Bulldozer,Rental End
2024-06-17,S002,EQX1096,Loader,Rental End
2024-06-17,S004,EQX1107,Roller,Rental End
2024-06-17,S005,EQX1046,Bulldozer,Rental End
2024-06-17,S005,EQX1075,Crane,Rental End
2024-06-17,S005,EQX1058,Grader,Rental End
2024-06-17,S007,EQX1009,Excavator,Rental End
2024-06-17,S008,EQX1037,Bulldozer,Rental End
2024-06-17,S008,EQX1021,Excavator,Rental End
2024-06-17,S008,EQX1116,Roller,Rental End
2024-06-17,S009,EQX1076,Crane,Rental End
2024-06-17,S009,EQX1059,Grader,Rental End
2024-06-17,S009,EQX1103,Roller,Rental End
2024-06-18,S001,EQX1024,Excavator,Rental Start
2024-06-18,S010,EQX1084,Loader,Rental Start
2024-06-19,S005,EQX1116,Roller,Rental Start
2024-06-19,S008,EQX1056,Grader,Rental Start
2024-06-19,S008,EQX1063,Grader,Rental Start
2024-06-19,S009,EQX1021,Excavator,Rental Start
2024-06-19,S010,EQX1067,Crane,Rental Start
2024-06-20,S003,EQX1013,Excavator,Rental Start
2024-06-20,S007,EQX1120,Roller,Rental Start
2024-06-24,S001,EQX1038,Bulldozer,Rental End
2024-06-24,S001,EQX1024,Excavator,Rental End
2024-06-24,S002,EQX1044,Bulldozer,Rental End
2024-06-24,S002,EQX1083,Loader,Rental End
2024-06-24,S002,EQX1105,Roller,Rental End
2024-06-24,S003,EQX1013,Excavator,Rental End
2024-06-24,S005,EQX1116,Roller,Rental End
2024-06-24,S006,EQX1081,Loader,Rental End
2024-06-24,S008,EQX1056,Grader,Rental End
2024-06-24,S008,EQX1063,Grader,Rental End
2024-06-24,S008,EQX1087,Loader,Rental End
2024-06-24,S009,EQX1032,Bulldozer,Rental End
2024-06-24,S009,EQX1007,Excavator,Rental End
2024-06-24,S009,EQX1002,Excavator,Rental End
2024-06-24,S009,EQX1088,Loader,Rental End
2024-06-24,S010,EQX1067,Crane,Rental End
2024-06-24,S010,EQX1084,Loader,Rental End
2024-06-25,S001,EQX1049,Grader,Rental Start
2024-06-25,S001,EQX1102,Loader,Rental Start
2024-06-25,S005,EQX1085,Loader,Rental Start
2024-06-25,S008,EQX1108,Roller,Rental Start
2024-06-26,S001,EQX1050,Grader,Rental Start
2024-06-26,S001,EQX1111,Roller,Rental Start
2024-06-26,S006,EQX1056,Grader,Rental Start
2024-06-26,S009,EQX1107,Roller,Rental Start
2024-06-27,S004,EQX1053,Grader,Rental Start
2024-06-27,S005,EQX1072,Crane,Rental Start
2024-06-27,S008,EQX1027,Excavator,Rental Start
2024-07-01,S001,EQX1049,Grader,Rental End
2024-07-01,S001,EQX1050,Grader,Rental End
2024-07-01,S001,EQX1102,Loader,Rental End
2024-07-01,S001,EQX1111,Roller,Rental End
2024-07-01,S002,EQX1074,Crane,Rental End
2024-07-01,S004,EQX1053,Grader,Rental End
2024-07-01,S005,EQX1072,Crane,Rental End
2024-07-01,S006,EQX1056,Grader,Rental End
2024-07-01,S008,EQX1091,Loader,Rental End
2024-07-01,S009,EQX1107,Roller,Rental End
2024-07-02,S001,EQX1017,Excavator,Rental Start
2024-07-02,S002,EQX1119,Roller,Rental Start
2024-07-02,S003,EQX1009,Excavator,Rental Start
2024-07-02,S004,EQX1025,Excavator,Rental Start
2024-07-02,S005,EQX1043,Bulldozer,Rental Start
2024-07-02,S005,EQX1005,Excavator,Rental Start
2024-07-02,S008,EQX1115,Roller,Rental Start
2024-07-02,S010,EQX1075,Crane,Rental Start
2024-07-03,S002,EQX1094,Loader,Rental Start
2024-07-03,S003,EQX1098,Loader,Rental Start
2024-07-03,S009,EQX1016,Excavator,Rental Start
2024-07-03,S009,EQX1096,Loader,Rental Start
2024-07-03,S010,EQX1073,Crane,Rental Start
2024-07-04,S002,EQX1036,Bulldozer,Rental Start
2024-07-04,S007,EQX1113,Roller,Rental Start
2024-07-04,S008,EQX1058,Grader,Rental Start
2024-07-04,S010,EQX1071,Crane,Rental Start
2024-07-08,S001,EQX1017,Excavator,Rental End
2024-07-08,S004,EQX1025,Excavator,Rental End
2024-07-08,S005,EQX1043,Bulldozer,Rental End
2024-07-08,S005,EQX1022,Excavator,Rental End
2024-07-08,S005,EQX1085,Loader,Rental End
2024-07-08,S007,EQX1120,Roller,Rental End
2024-07-08,S008,EQX1058,Grader,Rental End
2024-07-08,S009,EQX1021,Excavator,Rental End
2024-07-08,S009,EQX1096,Loader,Rental End
2024-07-08,S010,EQX1075,Crane,Rental End
2024-07-08,S010,EQX1073,Crane,Rental End
2024-07-08,S010,EQX1071,Crane,Rental End
2024-07-09,S002,EQX1049,Grader,Rental Start
2024-07-09,S006,EQX1107,Roller,Rental Start
2024-07-09,S006,EQX1120,Roller,Rental Start
2024-07-10,S004,EQX1045,Bulldozer,Rental Start
2024-07-10,S006,EQX1055,Grader,Rental Start
2024-07-11,S002,EQX1053,Grader,Rental Start
2024-07-11,S002,EQX1061,Grader,Rental Start
2024-07-11,S007,EQX1099,Loader,Rental Start
2024-07-11,S008,EQX1034,Bulldozer,Rental Start
2024-07-11,S009,EQX1058,Grader,Rental Start
2024-07-11,S009,EQX1059,Grader,Rental Start
2024-07-15,S002,EQX1049,Grader,Rental End
2024-07-15,S002,EQX1053,Grader,Rental End
2024-07-15,S002,EQX1094,Loader,Rental End
2024-07-15,S004,EQX1045,Bulldozer,Rental End
2024-07-15,S005,EQX1005,Excavator,Rental End
2024-07-15,S006,EQX1107,Roller,Rental End
2024-07-15,S007,EQX1099,Loader,Rental End
2024-07-15,S007,EQX1113,Roller,Rental End
2024-07-15,S008,EQX1034,Bulldozer,Rental End
2024-07-15,S008,EQX1108,Roller,Rental End
2024-07-15,S009,EQX1060,Grader,Rental End
2024-07-15,S009,EQX1058,Grader,Rental End
2024-07-16,S003,EQX1011,Excavator,Rental Start
2024-07-17,S003,EQX1071,Crane,Rental Start
2024-07-17,S004,EQX1010,Excavator,Rental Start
2024-07-17,S004,EQX1017,Excavator,Rental Start
2024-07-17,S008,EQX1001,Excavator,Rental Start
2024-07-17,S010,EQX1046,Bulldozer,Rental Start
2024-07-18,S001,EQX1037,Bulldozer,Rental Start
2024-07-18,S004,EQX1022,Excavator,Rental Start
2024-07-18,S004,EQX1053,Grader,Rental Start
2024-07-18,S005,EQX1034,Bulldozer,Rental Start
2024-07-18,S010,EQX1014,Excavator,Rental Start
2024-07-22,S002,EQX1036,Bulldozer,Rental End
2024-07-22,S002,EQX1061,Grader,Rental End
2024-07-22,S002,EQX1119,Roller,Rental End
2024-07-22,S003,EQX1009,Excavator,Rental End
2024-07-22,S003,EQX1011,Excavator,Rental End
2024-07-22,S004,EQX1053,Grader,Rental End
2024-07-22,S005,EQX1034,Bulldozer,Rental End
2024-07-22,S008,EQX1027,Excavator,Rental End
2024-07-22,S009,EQX1033,Bulldozer,Rental End
2024-07-22,S009,EQX1059,Grader,Rental End
2024-07-22,S010,EQX1046,Bulldozer,Rental End
2024-07-23,S003,EQX1042,Bulldozer,Rental Start
2024-07-23,S009,EQX1013,Excavator,Rental Start
2024-07-24,S004,EQX1007,Excavator,Rental Start
2024-07-24,S006,EQX1011,Excavator,Rental Start
2024-07-24,S009,EQX1073,Crane,Rental Start
2024-07-24,S010,EQX1003,Excavator,Rental Start
2024-07-25,S002,EQX1099,Loader,Rental Start
2024-07-25,S004,EQX1045,Bulldozer,Rental Start
2024-07-25,S005,EQX1066,Crane,Rental Start
2024-07-25,S008,EQX1103,Roller,Rental Start
2024-07-29,S003,EQX1042,Bulldozer,Rental End
2024-07-29,S003,EQX1071,Crane,Rental End
2024-07-29,S003,EQX1098,Loader,Rental End
2024-07-29,S004,EQX1045,Bulldozer,Rental End
2024-07-29,S004,EQX1010,Excavator,Rental End
2024-07-29,S004,EQX1017,Excavator,Rental End
2024-07-29,S005,EQX1066,Crane,Rental End
2024-07-29,S005,EQX1064,Grader,Rental End
2024-07-29,S006,EQX1120,Roller,Rental End
2024-07-29,S008,EQX1001,Excavator,Rental End
2024-07-29,S008,EQX1115,Roller,Rental End
2024-07-29,S008,EQX1103,Roller,Rental End
2024-07-29,S009,EQX1073,Crane,Rental End
2024-07-29,S010,EQX1014,Excavator,Rental End
2024-07-30,S002,EQX1085,Loader,Rental Start
2024-07-30,S005,EQX1008,Excavator,Rental Start
2024-07-31,S005,EQX1100,Loader,Rental Start
2024-07-31,S008,EQX1082,Loader,Rental Start
2024-07-31,S010,EQX1049,Grader,Rental Start
2024-08-01,S001,EQX1045,Bulldozer,Rental Start
2024-08-01,S002,EQX1097,Loader,Rental Start
2024-08-05,S005,EQX1008,Excavator,Rental End
2024-08-05,S006,EQX1011,Excavator,Rental End
2024-08-05,S006,EQX1055,Grader,Rental End
2024-08-05,S008,EQX1082,Loader,Rental End
2024-08-05,S009,EQX1016,Excavator,Rental End
2024-08-05,S010,EQX1003,Excavator,Rental End
2024-08-05,S010,EQX1049,Grader,Rental End
2024-08-06,S002,EQX1074,Crane,Rental Start
2024-08-06,S004,EQX1016,Excavator,Rental Start
2024-08-06,S009,EQX1044,Bulldozer,Rental Start
2024-08-07,S001,EQX1018,Excavator,Rental Start
2024-08-07,S006,EQX1034,Bulldozer,Rental Start
2024-08-07,S007,EQX1094,Loader,Rental Start
2024-08-07,S008,EQX1062,Grader,Rental Start
2024-08-07,S009,EQX1029,Bulldozer,Rental Start
2024-08-07,S010,EQX1118,Roller,Rental Start
2024-08-08,S002,EQX1030,Bulldozer,Rental Start
2024-08-08,S002,EQX1070,Crane,Rental Start
2024-08-08,S002,EQX1080,Crane,Rental Start
2024-08-08,S002,EQX1028,Excavator,Rental Start
2024-08-08,S002,EQX1105,Roller,Rental Start
2024-08-08,S003,EQX1020,Excavator,Rental Start
2024-08-08,S004,EQX1032,Bulldozer,Rental Start
2024-08-08,S004,EQX1089,Loader,Rental Start
2024-08-08,S009,EQX1033,Bulldozer,Rental Start
2024-08-08,S009,EQX1042,Bulldozer,Rental Start
2024-08-12,S001,EQX1018,Excavator,Rental End
2024-08-12,S002,EQX1030,Bulldozer,Rental End
2024-08-12,S002,EQX1028,Excavator,Rental End
2024-08-12,S002,EQX1099,Loader,Rental End
2024-08-12,S002,EQX1085,Loader,Rental End
2024-08-12,S002,EQX1105,Roller,Rental End
2024-08-12,S004,EQX1032,Bulldozer,Rental End
2024-08-12,S004,EQX1022,Excavator,Rental End
2024-08-12,S004,EQX1089,Loader,Rental End
2024-08-12,S006,EQX1034,Bulldozer,Rental End
2024-08-12,S007,EQX1094,Loader,Rental End
2024-08-12,S009,EQX1044,Bulldozer,Rental End
2024-08-12,S009,EQX1029,Bulldozer,Rental End
2024-08-12,S010,EQX1118,Roller,Rental End
2024-08-13,S001,EQX1053,Grader,Rental Start
2024-08-13,S007,EQX1068,Crane,Rental Start
2024-08-13,S009,EQX1082,Loader,Rental Start
2024-08-15,S001,EQX1073,Crane,Rental Start
2024-08-15,S005,EQX1069,Crane,Rental Start
2024-08-15,S009,EQX1051,Grader,Rental Start
2024-08-15,S010,EQX1092,Loader,Rental Start
2024-08-19,S001,EQX1037,Bulldozer,Rental End
2024-08-19,S001,EQX1045,Bulldozer,Rental End
2024-08-19,S004,EQX1007,Excavator,Rental End
2024-08-19,S005,EQX1069,Crane,Rental End
2024-08-19,S005,EQX1100,Loader,Rental End
2024-08-19,S008,EQX1062,Grader,Rental End
2024-08-19,S009,EQX1042,Bulldozer,Rental End
2024-08-19,S009,EQX1013,Excavator,Rental End
2024-08-19,S009,EQX1051,Grader,Rental End
2024-08-19,S009,EQX1082,Loader,Rental End
2024-08-20,S001,EQX1005,Excavator,Rental Start
2024-08-20,S002,EQX1029,Bulldozer,Rental Start
2024-08-20,S002,EQX1060,Grader,Rental Start
2024-08-20,S004,EQX1050,Grader,Rental Start
2024-08-20,S007,EQX1102,Loader,Rental Start
2024-08-20,S007,EQX1118,Roller,Rental Start
2024-08-20,S010,EQX1052,Grader,Rental Start
2024-08-21,S003,EQX1041,Bulldozer,Rental Start
2024-08-21,S004,EQX1039,Bulldozer,Rental Start
2024-08-21,S008,EQX1017,Excavator,Rental Start
2024-08-22,S001,EQX1009,Excavator,Rental Start
2024-08-22,S003,EQX1025,Excavator,Rental Start
2024-08-22,S005,EQX1037,Bulldozer,Rental Start
2024-08-22,S005,EQX1057,Grader,Rental Start
2024-08-22,S006,EQX1013,Excavator,Rental Start
2024-08-22,S009,EQX1120,Roller,Rental Start
2024-08-26,S001,EQX1073,Crane,Rental End
2024-08-26,S001,EQX1053,Grader,Rental End
2024-08-26,S002,EQX1074,Crane,Rental End
2024-08-26,S002,EQX1060,Grader,Rental End
2024-08-26,S002,EQX1097,Loader,Rental End
2024-08-26,S003,EQX1020,Excavator,Rental End
2024-08-26,S004,EQX1039,Bulldozer,Rental End
2024-08-26,S004,EQX1050,Grader,Rental End
2024-08-26,S005,EQX1037,Bulldozer,Rental End
2024-08-26,S006,EQX1013,Excavator,Rental End
2024-08-26,S007,EQX1102,Loader,Rental End
2024-08-26,S007,EQX1118,Roller,Rental End
2024-08-26,S009,EQX1120,Roller,Rental End
2024-08-26,S010,EQX1052,Grader,Rental End
2024-08-26,S010,EQX1092,Loader,Rental End
2024-08-27,S005,EQX1073,Crane,Rental Start
2024-08-27,S005,EQX1088,Loader,Rental Start
2024-08-27,S006,EQX1047,Bulldozer,Rental Start
2024-08-27,S007,EQX1021,Excavator,Rental Start
2024-08-27,S009,EQX1083,Loader,Rental Start
2024-08-28,S006,EQX1094,Loader,Rental Start
2024-08-28,S009,EQX1062,Grader,Rental Start
2024-08-29,S001,EQX1113,Roller,Rental Start
2024-08-29,S004,EQX1071,Crane,Rental Start
2024-08-29,S005,EQX1058,Grader,Rental Start
2024-09-02,S001,EQX1005,Excavator,Rental End
2024-09-02,S001,EQX1009,Excavator,Rental End
2024-09-02,S001,EQX1113,Roller,Rental End
2024-09-02,S002,EQX1029,Bulldozer,Rental End
2024-09-02,S002,EQX1080,Crane,Rental End
2024-09-02,S003,EQX1041,Bulldozer,Rental End
2024-09-02,S004,EQX1071,Crane,Rental End
2024-09-02,S005,EQX1073,Crane,Rental End
2024-09-02,S005,EQX1057,Grader,Rental End
2024-09-02,S005,EQX1088,Loader,Rental End
2024-09-02,S006,EQX1047,Bulldozer,Rental End
2024-09-02,S006,EQX1094,Loader,Rental End
2024-09-02,S007,EQX1068,Crane,Rental End
2024-09-02,S009,EQX1062,Grader,Rental End
2024-09-02,S009,EQX1083,Loader,Rental End
2024-09-03,S003,EQX1003,Excavator,Rental Start
2024-09-03,S003,EQX1026,Excavator,Rental Start
2024-09-03,S007,EQX1034,Bulldozer,Rental Start
2024-09-03,S007,EQX1004,Excavator,Rental Start
2024-09-03,S010,EQX1074,Crane,Rental Start
2024-09-04,S002,EQX1053,Grader,Rental Start
2024-09-04,S005,EQX1032,Bulldozer,Rental Start
2024-09-04,S007,EQX1052,Grader,Rental Start
2024-09-05,S003,EQX1062,Grader,Rental Start
2024-09-05,S007,EQX1038,Bulldozer,Rental Start
2024-09-05,S007,EQX1093,Loader,Rental Start
2024-09-05,S008,EQX1044,Bulldozer,Rental Start
2024-09-05,S009,EQX1040,Bulldozer,Rental Start
2024-09-05,S009,EQX1103,Roller,Rental Start
2024-09-09,S002,EQX1070,Crane,Rental End
2024-09-09,S002,EQX1053,Grader,Rental End
2024-09-09,S003,EQX1025,Excavator,Rental End
2024-09-09,S003,EQX1026,Excavator,Rental End
2024-09-09,S005,EQX1032,Bulldozer,Rental End
2024-09-09,S007,EQX1021,Excavator,Rental End
2024-09-09,S007,EQX1052,Grader,Rental End
2024-09-09,S008,EQX1044,Bulldozer,Rental End
2024-09-10,S001,EQX1019,Excavator,Rental Start
2024-09-10,S001,EQX1049,Grader,Rental Start
2024-09-10,S005,EQX1104,Roller,Rental Start
2024-09-10,S008,EQX1059,Grader,Rental Start
2024-09-10,S008,EQX1108,Roller,Rental Start
2024-09-10,S009,EQX1041,Bulldozer,Rental Start
2024-09-10,S010,EQX1015,Excavator,Rental Start
2024-09-11,S001,EQX1113,Roller,Rental Start
2024-09-11,S009,EQX1092,Loader,Rental Start
2024-09-12,S007,EQX1101,Loader,Rental Start
2024-09-12,S009,EQX1082,Loader,Rental Start
2024-09-16,S001,EQX1049,Grader,Rental End
2024-09-16,S003,EQX1003,Excavator,Rental End
2024-09-16,S005,EQX1058,Grader,Rental End
2024-09-16,S005,EQX1104,Roller,Rental End
2024-09-16,S007,EQX1004,Excavator,Rental End
2024-09-16,S007,EQX1093,Loader,Rental End
2024-09-16,S008,EQX1059,Grader,Rental End
2024-09-16,S009,EQX1033,Bulldozer,Rental End
2024-09-16,S009,EQX1040,Bulldozer,Rental End
2024-09-16,S009,EQX1092,Loader,Rental End
2024-09-16,S010,EQX1074,Crane,Rental End
2024-09-17,S002,EQX1056,Grader,Rental Start
2024-09-17,S005,EQX1077,Crane,Rental Start
2024-09-17,S007,EQX1030,Bulldozer,Rental Start
2024-09-18,S002,EQX1093,Loader,Rental Start
2024-09-18,S004,EQX1003,Excavator,Rental Start
2024-09-18,S005,EQX1002,Excavator,Rental Start
2024-09-18,S008,EQX1116,Roller,Rental Start
2024-09-19,S002,EQX1047,Bulldozer,Rental Start
2024-09-19,S005,EQX1042,Bulldozer,Rental Start
2024-09-19,S008,EQX1086,Loader,Rental Start
2024-09-19,S010,EQX1039,Bulldozer,Rental Start
2024-09-19,S010,EQX1025,Excavator,Rental Start
2024-09-23,S001,EQX1019,Excavator,Rental End
2024-09-23,S002,EQX1093,Loader,Rental End
2024-09-23,S004,EQX1016,Excavator,Rental End
2024-09-23,S005,EQX1002,Excavator,Rental End
2024-09-23,S007,EQX1034,Bulldozer,Rental End
2024-09-23,S007,EQX1038,Bulldozer,Rental End
2024-09-23,S007,EQX1101,Loader,Rental End
2024-09-23,S008,EQX1017,Excavator,Rental End
2024-09-23,S008,EQX1108,Roller,Rental End
2024-09-23,S008,EQX1116,Roller,Rental End
2024-09-23,S010,EQX1039,Bulldozer,Rental End
2024-09-23,S010,EQX1015,Excavator,Rental End
2024-09-24,S010,EQX1075,Crane,Rental Start
2024-09-25,S005,EQX1029,Bulldozer,Rental Start
2024-09-25,S005,EQX1060,Grader,Rental Start
2024-09-25,S005,EQX1100,Loader,Rental Start
2024-09-25,S007,EQX1064,Grader,Rental Start
2024-09-25,S009,EQX1053,Grader,Rental Start
2024-09-26,S001,EQX1038,Bulldozer,Rental Start
2024-09-26,S003,EQX1043,Bulldozer,Rental Start
2024-09-26,S003,EQX1046,Bulldozer,Rental Start
2024-09-26,S003,EQX1081,Loader,Rental Start
2024-09-26,S004,EQX1061,Grader,Rental Start
2024-09-26,S006,EQX1095,Loader,Rental Start
2024-09-26,S010,EQX1050,Grader,Rental Start
2024-09-30,S001,EQX1038,Bulldozer,Rental End
2024-09-30,S001,EQX1113,Roller,Rental End
2024-09-30,S002,EQX1047,Bulldozer,Rental End
2024-09-30,S003,EQX1043,Bulldozer,Rental End
2024-09-30,S003,EQX1046,Bulldozer,Rental End
2024-09-30,S003,EQX1062,Grader,Rental End
2024-09-30,S005,EQX1042,Bulldozer,Rental End
2024-09-30,S005,EQX1029,Bulldozer,Rental End
2024-09-30,S005,EQX1060,Grader,Rental End
2024-09-30,S005,EQX1100,Loader,Rental End
2024-09-30,S006,EQX1095,Loader,Rental End
2024-09-30,S007,EQX1030,Bulldozer,Rental End
2024-09-30,S007,EQX1064,Grader,Rental End
2024-09-30,S008,EQX1086,Loader,Rental End
2024-09-30,S009,EQX1041,Bulldozer,Rental End
2024-09-30,S009,EQX1053,Grader,Rental End
2024-09-30,S009,EQX1082,Loader,Rental End
2024-09-30,S010,EQX1075,Crane,Rental End
2024-09-30,S010,EQX1025,Excavator,Rental End
2024-09-30,S010,EQX1050,Grader,Rental End
2024-10-01,S001,EQX1004,Excavator,Rental Start
2024-10-01,S002,EQX1093,Loader,Rental Start
2024-10-01,S002,EQX1100,Loader,Rental Start
2024-10-01,S003,EQX1085,Loader,Rental Start
2024-10-01,S006,EQX1114,Roller,Rental Start
2024-10-02,S002,EQX1067,Crane,Rental Start
2024-10-02,S004,EQX1094,Loader,Rental Start
2024-10-02,S006,EQX1062,Grader,Rental Start
2024-10-02,S010,EQX1082,Loader,Rental Start
2024-10-03,S001,EQX1058,Grader,Rental Start
2024-10-03,S004,EQX1076,Crane,Rental Start
2024-10-03,S005,EQX1027,Excavator,Rental Start
2024-10-03,S007,EQX1088,Loader,Rental Start
2024-10-03,S010,EQX1039,Bulldozer,Rental Start
2024-10-07,S001,EQX1004,Excavator,Rental End
2024-10-07,S001,EQX1058,Grader,Rental End
2024-10-07,S004,EQX1076,Crane,Rental End
2024-10-07,S004,EQX1003,Excavator,Rental End
2024-10-07,S004,EQX1061,Grader,Rental End
2024-10-07,S004,EQX1094,Loader,Rental End
2024-10-07,S005,EQX1027,Excavator,Rental End
2024-10-07,S006,EQX1114,Roller,Rental End
2024-10-07,S009,EQX1103,Roller,Rental End
2024-10-07,S010,EQX1039,Bulldozer,Rental End
2024-10-08,S005,EQX1120,Roller,Rental Start
2024-10-08,S007,EQX1112,Roller,Rental Start
2024-10-08,S007,EQX1119,Roller,Rental Start
2024-10-09,S002,EQX1038,Bulldozer,Rental Start
2024-10-09,S003,EQX1097,Loader,Rental Start
2024-10-09,S004,EQX1106,Roller,Rental Start
2024-10-09,S005,EQX1116,Roller,Rental Start
2024-10-09,S006,EQX1080,Crane,Rental Start
2024-10-10,S002,EQX1025,Excavator,Rental Start
2024-10-10,S003,EQX1092,Loader,Rental Start
2024-10-10,S009,EQX1055,Grader,Rental Start
2024-10-14,S002,EQX1025,Excavator,Rental End
2024-10-14,S002,EQX1056,Grader,Rental End
2024-10-14,S002,EQX1093,Loader,Rental End
2024-10-14,S003,EQX1081,Loader,Rental End
2024-10-14,S003,EQX1085,Loader,Rental End
2024-10-14,S004,EQX1106,Roller,Rental End
2024-10-14,S005,EQX1077,Crane,Rental End
2024-10-14,S005,EQX1120,Roller,Rental End
2024-10-14,S005,EQX1116,Roller,Rental End
2024-10-14,S006,EQX1080,Crane,Rental End
2024-10-14,S009,EQX1055,Grader,Rental End
2024-10-14,S010,EQX1082,Loader,Rental End
2024-10-15,S002,EQX1039,Bulldozer,Rental Start
2024-10-15,S007,EQX1074,Crane,Rental Start
2024-10-16,S004,EQX1072,Crane,Rental Start
2024-10-16,S006,EQX1026,Excavator,Rental Start
2024-10-17,S001,EQX1030,Bulldozer,Rental Start
2024-10-17,S001,EQX1001,Excavator,Rental Start
